Latitude,Longitude,Yield
-17.827515,-52.081978,5.428856
-17.827483,-52.081991,5.447135
-17.827448,-52.082008,5.5473055
-17.827416,-52.082025,5.7415267
-17.827383,-52.08204,6.3075858
-17.82735,-52.082056,6.1762732
-17.827316,-52.082073,5.7020383
-17.827285,-52.082088,6.1682693
-17.82725,-52.082103,6.1616876
-17.827216,-52.082118,6.0002728
-17.827185,-52.082135,5.5304232
-17.827153,-52.08215,5.85834
-17.82712,-52.082163,5.427842
-17.827086,-52.082178,5.4081107
-17.827053,-52.082191,5.6848101
-17.82702,-52.082208,5.8887587
-17.826988,-52.082223,5.5037984
-17.826955,-52.082238,5.4501851
-17.826921,-52.082253,5.548929
-17.826888,-52.08227,5.4247704
-17.826856,-52.082285,6.0441547
-17.826825,-52.082301,5.9120519
-17.826793,-52.082315,6.0688268
-17.826761,-52.08233,5.6735648
-17.826731,-52.082345,6.2775252
-17.826701,-52.082358,5.8964736
-17.82667,-52.082373,5.6440246
-17.82664,-52.08239,5.6760456
-17.826608,-52.082403,4.8134107
-17.826576,-52.082418,4.5607675
-17.826545,-52.082433,5.1537118
-17.826511,-52.08245,5.9726546
-17.82648,-52.082463,5.6194189
-17.826446,-52.082478,5.8729599
-17.826413,-52.082493,5.6804847
-17.826381,-52.082508,5.1553624
-17.826348,-52.082525,5.3123168
-17.826315,-52.08254,5.8267543
-17.826283,-52.082553,6.3727963
-17.826251,-52.08257,5.6967836
-17.826218,-52.082585,5.77697
-17.826186,-52.0826,5.5481313
-17.826153,-52.082615,5.5396385
-17.826121,-52.08263,5.6896106
-17.826088,-52.082646,5.8203301
-17.826056,-52.08266,5.6785302
-17.826023,-52.082675,5.5108495
-17.825991,-52.082691,5.2242619
-17.82596,-52.082706,5.7472669
-17.825926,-52.08272,6.2244496
-17.825895,-52.082735,5.7109111
-17.825863,-52.08275,5.5384582
-17.82583,-52.082765,5.6788023
-17.825798,-52.08278,6.0420364
-17.825766,-52.082796,5.4946189
-17.825735,-52.082811,6.079021
-17.825703,-52.082826,6.1562237
-17.825671,-52.08284,5.6027109
-17.82564,-52.082855,5.5360789
-17.825606,-52.08287,5.8986788
-17.825575,-52.082883,6.6538109
-17.825543,-52.0829,5.6210914
-17.825511,-52.082916,5.8523678
-17.82548,-52.082933,5.1749799
-17.825448,-52.082946,5.9999303
-17.825416,-52.082963,5.8446346
-17.825385,-52.082978,6.1358517
-17.825353,-52.082993,5.9535424
-17.825321,-52.083008,6.2223053
-17.825288,-52.083023,5.5616821
-17.825258,-52.083038,6.9886066
-17.825233,-52.08305,10.0121749
-17.825213,-52.08306,9.8678738
-17.825196,-52.083068,13.7705876
-17.825178,-52.083076,8.9042573
-17.825168,-52.08308,10.5383403
-17.825155,-52.083086,67.9105602
-17.825155,-52.083086,76.886912
-17.825153,-52.083086,42.837618
-17.825155,-52.083085,47.9456399
-17.825153,-52.083086,76.40169
-17.825153,-52.083086,87.332627
-17.825153,-52.083088,20.7879288
-17.825151,-52.083086,35.130038
-17.825145,-52.08308,40.5695513
-17.825145,-52.08308,23.2462849
-17.825145,-52.08308,12.0269706
-17.825145,-52.08308,52.41564
-17.825145,-52.083081,91.9083844
-17.825145,-52.083083,2.701543
-17.825141,-52.083083,27.0154052
-17.825136,-52.08308,15.2835746
-17.825136,-52.083078,2.6715111
-17.825141,-52.083076,3.0953803
-17.825145,-52.083076,4.1409542
-17.825136,-52.083081,2.0776852
-17.825128,-52.083086,1.6367205
-17.82512,-52.08309,3.080829
-17.825116,-52.083091,8.1201193
-17.825115,-52.083093,11.7186561
-17.825111,-52.083095,2.2108018
-17.825091,-52.083103,0.9872125
-17.82506,-52.08312,1.2196672
-17.825028,-52.083135,0.7680785
-17.824996,-52.08315,0.7304881
-17.824963,-52.083165,1.0258468
-17.824931,-52.08318,2.5139261
-17.824898,-52.083195,3.9534507
-17.82487,-52.083208,5.1846959
-17.824846,-52.083221,6.0901674
-17.824821,-52.083231,5.9390956
-17.824793,-52.083235,5.8237583
-17.824765,-52.083233,6.4946555
-17.824736,-52.08323,5.7842876
-17.82471,-52.08323,3.9218253
-17.824688,-52.083231,1.7796006
-17.824663,-52.083235,0.9495258
-17.824638,-52.083236,0.9137351
-17.824611,-52.083241,0.7547622
-17.824575,-52.083238,0.8218502
-17.824538,-52.083223,0.8802005
-17.824501,-52.083228,1.045313
-17.82448,-52.083261,0.9183409
-17.824495,-52.083295,0.8770194
-17.82453,-52.083301,0.6497838
-17.824561,-52.083285,0.5903991
-17.824596,-52.08327,0.5392901
-17.82463,-52.083251,0.487576
-17.824665,-52.083235,0.5302626
-17.824695,-52.08322,0.5479352
-17.824721,-52.083205,0.5479352
-17.824751,-52.08319,0.5313817
-17.824781,-52.083175,0.5354692
-17.824808,-52.08316,0.5780709
-17.824838,-52.083145,0.7315141
-17.824858,-52.083136,1.0882109
-17.824888,-52.083123,1.5245485
-17.824918,-52.08311,3.0429279
-17.824941,-52.083098,6.227219
-17.82496,-52.083086,6.6865433
-17.824983,-52.083076,6.3533641
-17.825005,-52.083066,6.3357188
-17.825028,-52.083056,5.7713082
-17.825055,-52.083043,3.9198501
-17.825085,-52.083028,3.4847439
-17.825116,-52.083013,2.9951935
-17.825146,-52.083,2.9165264
-17.825176,-52.082983,3.5756153
-17.825206,-52.08297,4.2883182
-17.825236,-52.082953,4.6390175
-17.825266,-52.082938,4.8865737
-17.825298,-52.082925,5.0466804
-17.825328,-52.08291,4.9997317
-17.825358,-52.082895,4.7164325
-17.82539,-52.082881,4.9446586
-17.82542,-52.082866,4.6365033
-17.82545,-52.082853,5.098107
-17.82548,-52.082838,5.4299382
-17.82551,-52.082821,5.4998469
-17.825538,-52.082808,6.1306111
-17.82557,-52.082793,5.6604258
-17.8256,-52.08278,5.5789512
-17.82563,-52.082765,5.5217269
-17.825661,-52.08275,5.6987729
-17.825691,-52.082736,5.7561471
-17.82572,-52.082721,5.6475723
-17.825753,-52.082706,5.2301336
-17.825783,-52.082691,5.7688073
-17.825813,-52.082678,5.650277
-17.825843,-52.082665,5.2003168
-17.825875,-52.08265,5.1369696
-17.825906,-52.082635,5.6642643
-17.825936,-52.082621,5.3244758
-17.825966,-52.082606,5.3853498
-17.825996,-52.082591,5.7424524
-17.826028,-52.082578,5.7988528
-17.826058,-52.082563,5.7759703
-17.82609,-52.08255,6.0181424
-17.82612,-52.082535,5.7914185
-17.82615,-52.082521,5.7193062
-17.826181,-52.082506,5.8778825
-17.826211,-52.082491,5.4700006
-17.82624,-52.082478,5.2288168
-17.82627,-52.082463,5.6359908
-17.826301,-52.082446,5.6056553
-17.826333,-52.082433,5.305691
-17.826363,-52.082418,5.237028
-17.826393,-52.082403,5.1225903
-17.826423,-52.08239,5.3107774
-17.826455,-52.082375,5.2459257
-17.826485,-52.082361,5.735471
-17.826516,-52.082348,5.0479791
-17.826548,-52.082335,5.3869425
-17.826578,-52.082321,5.1916415
-17.82661,-52.082308,5.0075829
-17.826641,-52.082295,4.9925397
-17.826673,-52.082281,5.0830066
-17.826703,-52.082268,5.3194545
-17.826735,-52.082256,5.0420111
-17.826766,-52.082243,5.4138199
-17.826798,-52.08223,5.688261
-17.826828,-52.082215,5.3067824
-17.82686,-52.082201,4.9392841
-17.82689,-52.082186,5.7233754
-17.826921,-52.082173,5.8219158
-17.826953,-52.082158,6.3202381
-17.826983,-52.082145,5.5257414
-17.827015,-52.082131,5.1881962
-17.827045,-52.082116,5.3676095
-17.827075,-52.082101,5.3330098
-17.827105,-52.082086,6.2164533
-17.827136,-52.082073,6.051917
-17.827166,-52.08206,5.5775918
-17.827198,-52.082045,5.1476474
-17.827231,-52.08203,5.2840481
-17.827265,-52.082013,5.2231417
-17.827298,-52.081998,4.7874834
-17.82733,-52.081981,4.9022381
-17.827363,-52.081965,4.9685883
-17.827396,-52.08195,4.9846356
-17.82743,-52.081935,5.1784525
-17.827463,-52.081918,5.8255143
-17.827496,-52.081903,5.2394474
-17.82753,-52.081886,5.1660679
-17.827565,-52.081871,5.1211162
-17.827596,-52.081856,4.6262314
-17.82763,-52.081841,4.9328141
-17.827663,-52.081825,5.1192279
-17.827696,-52.08181,5.0931253
-17.82773,-52.081795,4.9965843
-17.827763,-52.081778,4.7419756
-17.827798,-52.081763,4.6880216
-17.827831,-52.081748,4.9938866
-17.827866,-52.081735,5.0705133
-17.8279,-52.08172,5.3760443
-17.827935,-52.081705,5.4870449
-17.827966,-52.08169,6.1793761
-17.828001,-52.081675,5.2537522
-17.828036,-52.081661,5.2799037
-17.82807,-52.081646,5.1200615
-17.82812,-52.081625,5.4172168
-17.828153,-52.08161,5.1962277
-17.828188,-52.081595,5.7993357
-17.828205,-52.081588,6.0474653
-17.82824,-52.081573,6.6257588
-17.828275,-52.08156,6.663218
-17.828326,-52.081538,6.3224352
-17.828345,-52.08153,5.9329652
-17.828395,-52.081506,5.6841141
-17.828411,-52.081498,5.5299894
-17.828445,-52.081483,5.7140655
-17.82848,-52.081468,5.359938
-17.828513,-52.081453,5.0239784
-17.828565,-52.081431,4.9737381
-17.8286,-52.081418,5.1627891
-17.828616,-52.08141,5.446659
-17.828651,-52.081396,5.757195
-17.828701,-52.081373,5.3989347
-17.82872,-52.081366,5.7016951
-17.828753,-52.081351,5.7063115
-17.828803,-52.08133,5.4831652
-17.82882,-52.081323,4.9139185
-17.828855,-52.081308,5.179828
-17.828888,-52.081293,5.1513259
-17.828923,-52.081278,5.6033525
-17.828956,-52.081263,5.2060811
-17.828991,-52.081246,5.1421551
-17.829025,-52.081233,5.2662169
-17.82906,-52.081216,5.0947186
-17.829093,-52.081201,5.230455
-17.829141,-52.081176,4.9679099
-17.829175,-52.081161,5.5590827
-17.829208,-52.081145,5.5293148
-17.829243,-52.08113,6.1618543
-17.829276,-52.081115,5.5573655
-17.82931,-52.0811,5.7301931
-17.829326,-52.081093,5.821688
-17.829375,-52.081068,6.8258497
-17.82941,-52.081055,6.436406
-17.829426,-52.081046,5.877327
-17.829475,-52.081023,6.1898564
-17.82949,-52.081015,5.8991143
-17.82954,-52.080991,6.2789995
-17.829573,-52.080975,6.7114902
-17.829606,-52.080958,6.542794
-17.82964,-52.080943,6.5831298
-17.829673,-52.080926,5.4645254
-17.829705,-52.08091,5.6647262
-17.829738,-52.080891,5.9447803
-17.829771,-52.080875,5.524529
-17.829805,-52.08086,5.6680936
-17.829836,-52.080845,6.0447301
-17.82987,-52.080828,6.1206234
-17.829901,-52.080811,6.1715724
-17.829936,-52.080796,6.4668324
-17.82997,-52.08078,5.7508712
-17.830003,-52.080763,5.290241
-17.830036,-52.080748,5.4104577
-17.830071,-52.080731,5.8255143
-17.830105,-52.080716,5.8860414
-17.830138,-52.0807,5.5133669
-17.830171,-52.080683,6.3737777
-17.830205,-52.08067,5.9396778
-17.830238,-52.080653,6.6757283
-17.83027,-52.080638,6.2051263
-17.830306,-52.080623,5.881374
-17.830338,-52.080608,6.1327813
-17.83037,-52.080591,5.4430438
-17.830401,-52.080573,5.606595
-17.830428,-52.08056,8.3456904
-17.830441,-52.080553,25.3151409
-17.830428,-52.08056,8.1260242
-17.830398,-52.080575,4.2898103
-17.830368,-52.080595,4.0815573
-17.830346,-52.080611,7.6043448
-17.830353,-52.080605,3.2726559
-17.83038,-52.080585,1.860238
-17.830413,-52.080566,0.9678173
-17.830441,-52.080551,0.6234233
-17.830465,-52.08054,0.5548184
-17.830493,-52.080525,0.3969812
-17.830521,-52.080511,0.3582759
-17.830553,-52.080496,0.4213712
-17.830585,-52.080481,0.8160158
-17.830616,-52.080468,2.4123303
-17.83065,-52.080453,3.7107465
-17.830683,-52.080438,4.4455999
-17.830718,-52.080423,4.9927991
-17.830751,-52.080405,5.2774442
-17.830786,-52.08039,5.1401503
-17.830821,-52.080373,5.0573637
-17.830855,-52.080358,5.4959541
-17.83089,-52.080343,5.7719571
-17.830923,-52.080328,6.0231757
-17.830958,-52.080315,5.1876748
-17.830991,-52.080298,5.4158509
-17.831026,-52.080281,4.9371467
-17.83106,-52.080265,5.0566935
-17.831093,-52.08025,5.6613586
-17.831128,-52.080233,5.5010588
-17.831161,-52.080216,5.9073499
-17.831196,-52.080201,5.3848829
-17.83123,-52.080185,5.6476247
-17.831263,-52.080168,6.6006612
-17.831296,-52.080151,5.759109
-17.831331,-52.080136,5.6368676
-17.831365,-52.080121,5.9753069
-17.831401,-52.080106,6.0000946
-17.831435,-52.080091,6.4432976
-17.83147,-52.080075,6.1837545
-17.831505,-52.08006,5.8876956
-17.831538,-52.080045,5.9780497
-17.831573,-52.080028,4.9479773
-17.831608,-52.080013,5.3825556
-17.831641,-52.079998,5.542002
-17.831676,-52.079983,5.1081462
-17.831711,-52.079968,5.7880343
-17.831745,-52.079951,5.0419599
-17.83178,-52.079936,5.2576379
-17.831813,-52.079921,5.0645138
-17.831846,-52.079905,6.1304361
-17.831881,-52.079888,6.0807465
-17.831915,-52.079873,5.8430102
-17.83195,-52.079856,5.1920334
-17.831985,-52.079841,5.0788935
-17.832018,-52.079826,5.0937086
-17.832051,-52.07981,4.7292211
-17.832086,-52.079795,5.0646543
-17.832121,-52.079778,5.174998
-17.832155,-52.079763,5.577022
-17.832183,-52.07974,7.1526991
-17.832193,-52.07971,6.0602615
-17.832188,-52.079673,4.8780899
-17.832165,-52.079646,4.9747318
-17.832135,-52.079638,5.7384353
-17.83213,-52.079636,5.0613187
-17.832145,-52.079638,4.5190112
-17.832145,-52.079638,1.0134913
